epoch,step,train_loss,val_loss
4,4599,-0.008957558311522007,
4,4649,-0.0006595458835363388,
4,4699,0.04138817638158798,
4,4749,0.012295441702008247,
4,4799,0.08498632162809372,
4,4849,-0.015210602432489395,
4,4899,-0.0002388180000707507,
4,4949,-0.008288722485303879,
4,4999,0.01298503577709198,
4,5049,0.3025810122489929,
4,5099,0.02175978012382984,
4,5149,0.04583887383341789,
4,5199,0.03863232582807541,
4,5249,0.006525455974042416,
4,5299,0.24567468464374542,
4,5349,0.031508393585681915,
4,5399,0.017567956820130348,
4,5449,0.010144535452127457,
4,5499,0.0005770446732640266,
4,5549,0.024520235136151314,
4,5589,,0.04176049679517746
5,5599,0.0028918255120515823,
5,5649,-0.001656888285651803,
5,5699,-0.004401152953505516,
5,5749,-0.01507424097508192,
5,5799,0.006358340382575989,
5,5849,0.02667262963950634,
5,5899,0.029016662389039993,
5,5949,0.01996474713087082,
5,5999,0.07187358289957047,
5,6049,0.016310103237628937,
5,6099,0.014197147451341152,
5,6149,0.012063072063028812,
5,6199,0.025436900556087494,
5,6249,0.024102410301566124,
5,6299,0.1025809794664383,
5,6349,0.034403491765260696,
5,6399,-0.0016632089391350746,
5,6449,0.021203599870204926,
5,6499,0.030492009595036507,
5,6549,0.016490142792463303,
5,6599,0.0014327074168249965,
5,6649,-0.005458923988044262,
5,6699,-0.0025698684621602297,
5,6707,,0.03135884925723076
6,6749,0.006094448268413544,
6,6799,0.012184962630271912,
6,6849,0.06311818212270737,
6,6899,-0.009545080363750458,
6,6949,0.02989507094025612,
6,6999,0.00015540909953415394,
6,7049,0.12447576969861984,
6,7099,-0.00801288615912199,
6,7149,0.00576745392754674,
6,7199,-0.006848613731563091,
6,7249,-0.003917368594557047,
6,7299,-0.0005294714937917888,
6,7349,0.021187402307987213,
6,7399,0.0324670746922493,
6,7449,-0.01552573125809431,
6,7499,0.014905782416462898,
6,7549,0.004044435918331146,
6,7599,-0.014623451977968216,
6,7649,0.0015682147350162268,
6,7699,0.12422376126050949,
6,7749,-0.013276075944304466,
6,7799,0.03573647141456604,
6,7825,,0.036274660378694534
7,7849,0.00951862707734108,
7,7899,0.0030013842042535543,
7,7949,0.07615490257740021,
7,7999,0.07719553261995316,
7,8049,0.0030412189662456512,
7,8099,0.007540317252278328,
7,8149,0.016882941126823425,
7,8199,0.047413695603609085,
7,8249,0.006044653709977865,
7,8299,0.0012708529829978943,
7,8349,0.001278037205338478,
7,8399,0.03817087411880493,
7,8449,-0.002497546374797821,
7,8499,0.017216313630342484,
7,8549,0.005354662425816059,
7,8599,0.04041629657149315,
7,8649,-0.011154726147651672,
7,8699,-0.007709433324635029,
7,8749,0.008201002143323421,
7,8799,-0.0017361226491630077,
7,8849,0.0018298421055078506,
7,8899,0.0031462591141462326,
7,8943,,0.04058530554175377
8,8949,0.004757586866617203,
8,8999,0.16681060194969177,
8,9049,0.005996303632855415,
8,9099,0.01691722869873047,
8,9149,-0.004921462386846542,
8,9199,-0.0008017971413210034,
8,9249,0.012942851521074772,
8,9299,-0.010776996612548828,
8,9349,-0.0001834516879171133,
8,9399,0.0068529206328094006,
8,9449,0.004389791749417782,
8,9499,-0.014480505138635635,
8,9549,-0.01345477532595396,
8,9599,0.004551103338599205,
8,9649,0.0028762840665876865,
8,9699,-0.00815274566411972,
8,9749,0.034267984330654144,
8,9799,0.004755519796162844,
8,9849,0.07741668075323105,
8,9899,-0.00808164943009615,
8,9949,0.14588138461112976,
8,9999,-0.0055756717920303345,
8,10049,0.019494222477078438,
8,10061,,0.019677186384797096
9,10099,0.004496609792113304,
9,10149,0.003393476130440831,
9,10199,0.0033882090356200933,
9,10249,0.005557109601795673,
9,10299,0.07056263834238052,
9,10349,0.09971936792135239,
9,10399,0.006269023288041353,
9,10449,0.013847099617123604,
9,10499,-0.000917381199542433,
9,10549,0.001084139570593834,
9,10599,0.005838947836309671,
9,10649,0.005838161334395409,
9,10699,0.003884460311383009,
9,10749,0.029320547357201576,
9,10799,0.019918911159038544,
9,10849,0.0013111201114952564,
9,10899,-0.004004280548542738,
9,10949,0.02929844707250595,
9,10999,-0.0044627380557358265,
9,11049,-0.01859172247350216,
9,11099,-0.010646211914718151,
9,11149,-0.0034592419397085905,
9,11179,,0.037044402211904526
