accuracy,epoch,step,train_loss,val_loss
,0,49,0.40996795892715454,
,0,99,0.1452699601650238,
,0,149,0.1657622754573822,
,0,199,0.25138458609580994,
,0,249,0.2839983403682709,
,0,299,0.18005619943141937,
,0,349,0.0830836370587349,
,0,399,0.1713596135377884,
,0,449,0.1544506996870041,
,0,499,0.154634490609169,
,0,549,0.20587174594402313,
,0,599,0.10837259143590927,
,0,649,0.027287401258945465,
,0,699,0.06981383264064789,
,0,749,0.07190560549497604,
,0,799,0.2799834907054901,
,0,849,0.05172984302043915,
,0,899,0.0504317432641983,
,0,949,0.1368335783481598,
,0,999,0.01632477529346943,
,0,1049,0.020348669961094856,
,0,1099,0.03126772865653038,
0.98580002784729,0,1117,,0.05298638343811035
,1,1149,0.05317725986242294,
,1,1199,0.03601306676864624,
,1,1249,0.03242557495832443,
,1,1299,0.13057993352413177,
,1,1349,0.09951754659414291,
,1,1399,0.003948928322643042,
,1,1449,0.016910210251808167,
,1,1499,0.0063288044184446335,
,1,1549,0.17122630774974823,
,1,1599,0.13037334382534027,
,1,1649,0.04010433331131935,
,1,1699,0.010086053982377052,
,1,1749,0.005045494996011257,
,1,1799,0.06657890230417252,
,1,1849,0.011128447018563747,
,1,1899,0.00615279795601964,
,1,1949,0.008983920328319073,
,1,1999,0.04565341770648956,
,1,2049,0.0058273314498364925,
,1,2099,0.023874565958976746,
,1,2149,0.01294256653636694,
,1,2199,0.2256329357624054,
0.9894000291824341,1,2235,,0.04272853210568428
,2,2249,0.0035704884212464094,
,2,2299,0.003499096492305398,
,2,2349,0.002049300353974104,
,2,2399,0.015058441087603569,
,2,2449,0.030609242618083954,
,2,2499,0.001228518201969564,
,2,2549,0.0032230871729552746,
,2,2599,0.005226417910307646,
,2,2649,0.02346838265657425,
,2,2699,0.23722685873508453,
,2,2749,0.0036919224075973034,
,2,2799,0.004572485573589802,
,2,2849,0.03916025906801224,
,2,2899,0.09084857255220413,
,2,2949,0.0015749481972306967,
,2,2999,0.0017646022606641054,
,2,3049,0.049512241035699844,
,2,3099,0.015956616029143333,
,2,3149,0.011597913689911366,
,2,3199,0.13795344531536102,
,2,3249,0.012260600924491882,
,2,3299,0.012649238109588623,
,2,3349,0.0017445916309952736,
0.9890000224113464,2,3353,,0.04560287296772003
,3,3399,0.004213975742459297,
,3,3449,0.058779288083314896,
,3,3499,0.001812509261071682,
,3,3549,0.001645735464990139,
,3,3599,0.028208862990140915,
,3,3649,0.003314203815534711,
,3,3699,0.08686846494674683,
,3,3749,0.002148963510990143,
,3,3799,0.0009374907822348177,
,3,3849,0.023379424586892128,
,3,3899,0.013172321952879429,
,3,3949,0.0026292947586625814,
,3,3999,0.00510737719014287,
,3,4049,0.011574667878448963,
,3,4099,0.027435684576630592,
,3,4149,0.0071465810760855675,
,3,4199,0.002715853275731206,
,3,4249,0.025896642357110977,
,3,4299,0.002831636229529977,
,3,4349,0.0023899113293737173,
,3,4399,0.031355731189250946,
,3,4449,0.004816324915736914,
0.9865999817848206,3,4471,,0.04855334013700485
,4,4499,0.039690807461738586,
,4,4549,0.17214453220367432,
,4,4599,0.18393108248710632,
,4,4649,0.015951601788401604,
,4,4699,0.0010772988898679614,
,4,4749,0.00973860826343298,
,4,4799,0.004099545069038868,
,4,4849,0.008814746513962746,
,4,4899,0.005257694516330957,
,4,4949,0.1768544614315033,
,4,4999,0.0020584252197295427,
,4,5049,0.05177517607808113,
,4,5099,0.0006030721124261618,
,4,5149,0.047542572021484375,
,4,5199,0.015785718336701393,
,4,5249,0.04964177682995796,
,4,5299,0.006848479155451059,
,4,5349,0.0036442072596400976,
,4,5399,0.0017623144667595625,
,4,5449,0.081876739859581,
,4,5499,0.0718185305595398,
,4,5549,0.019052214920520782,
0.9896000027656555,4,5589,,0.044971395283937454
