epoch,step,train_loss,val_loss
0,49,0.6772987246513367,
0,99,0.5566529035568237,
0,149,0.47794926166534424,
0,199,0.19242700934410095,
0,249,0.2365560233592987,
0,299,0.18621040880680084,
0,349,0.1507858783006668,
0,399,0.21391616761684418,
0,449,0.17512153089046478,
0,499,0.041532598435878754,
0,549,0.2015082985162735,
0,599,0.06977730989456177,
0,649,0.12854820489883423,
0,699,0.10223030298948288,
0,749,0.1838984489440918,
0,799,0.0765809640288353,
0,849,0.21159008145332336,
0,899,0.053839877247810364,
0,949,0.1703188270330429,
0,999,0.17120355367660522,
0,1049,-0.00017768610268831253,
0,1099,0.05713236331939697,
0,1117,,0.03990356624126434
1,1149,0.04987535625696182,
1,1199,0.2267293930053711,
1,1249,0.0781785249710083,
1,1299,0.03907884657382965,
1,1349,0.023353341966867447,
1,1399,0.06412623822689056,
1,1449,0.028020493686199188,
1,1499,0.044715508818626404,
1,1549,0.03767458349466324,
1,1599,0.0014698863960802555,
1,1649,0.0873669907450676,
1,1699,0.09011992812156677,
1,1749,0.003382905386388302,
1,1799,0.010352715849876404,
1,1849,0.0468260683119297,
1,1899,0.07273299992084503,
1,1949,0.04232073947787285,
1,1999,0.031075874343514442,
1,2049,-0.00164877250790596,
1,2099,0.08167329430580139,
1,2149,0.044430650770664215,
1,2199,0.06963145732879639,
1,2235,,0.052216991782188416
2,2249,0.06702709197998047,
2,2299,0.08777985721826553,
2,2349,0.013587133958935738,
2,2399,0.18729138374328613,
2,2449,0.04771875962615013,
2,2499,-0.019095730036497116,
2,2549,0.05910079553723335,
2,2599,0.11941631138324738,
2,2649,-0.013332663103938103,
2,2699,0.06285515427589417,
2,2749,0.08589284867048264,
2,2799,0.12322857975959778,
2,2849,0.014865448698401451,
2,2899,0.1357363909482956,
2,2949,0.036459781229496,
2,2999,0.053525909781455994,
2,3049,0.013092117384076118,
2,3099,0.019902095198631287,
2,3149,0.013019316829741001,
2,3199,-0.014529291540384293,
2,3249,0.04362364858388901,
2,3299,0.3044687509536743,
2,3349,-0.02611539140343666,
2,3353,,0.029193215072155
3,3399,0.037773359566926956,
3,3449,0.11567192524671555,
3,3499,-0.0074530551210045815,
3,3549,0.07122877240180969,
3,3599,0.048220209777355194,
3,3649,0.0037608330603688955,
3,3699,-0.0056148190051317215,
3,3749,0.0181726161390543,
3,3799,0.01481296494603157,
3,3849,-0.0004827424418181181,
3,3899,0.0356551930308342,
3,3949,0.07117994129657745,
3,3999,0.007208392955362797,
3,4049,-0.009012995287775993,
3,4099,0.0279944259673357,
3,4149,-0.004991334397345781,
3,4199,0.004929269663989544,
3,4249,0.09762929379940033,
3,4299,0.07934987545013428,
3,4349,0.014407001435756683,
3,4399,0.01999160274863243,
3,4449,0.047907937318086624,
3,4471,,0.03734022378921509
4,4499,0.019346842542290688,
4,4549,-0.00988057255744934,
4,4599,0.0023537061642855406,
4,4649,0.08632378280162811,
4,4699,0.04700208082795143,
4,4749,0.014770833775401115,
4,4799,0.09475918114185333,
4,4849,0.04927236586809158,
